id,createdOn,creator_id,content_id
118,2011-11-05,752,3
119,2013-06-21,775,4
120,2015-06-13,317,1
121,2015-11-27,908,1
122,2012-04-22,411,4
123,2013-11-20,623,1
124,2015-01-25,598,3
125,2011-04-15,450,2
126,2008-10-21,545,2
127,2015-03-26,590,1
128,2012-01-04,448,3
129,2009-05-02,485,3
130,2013-01-15,662,2
131,2012-09-05,587,1
132,2013-03-06,951,1
133,2015-09-02,995,4
134,2015-12-22,40,4
135,2015-10-13,902,3
136,2007-09-11,739,4
137,2013-08-08,174,2
138,2008-10-10,990,1
139,2012-12-13,456,2
140,2009-02-12,146,3
141,2015-09-03,560,3
142,2005-12-06,938,2
143,2015-09-26,479,3
144,2014-08-10,842,4
145,2013-09-03,7,1
146,2015-04-02,502,3
147,2014-03-20,111,2
148,2010-01-01,716,4
149,2009-04-09,385,3
150,2011-08-26,634,2
151,2015-12-09,849,1
152,2014-06-13,41,2
153,2014-12-03,633,2
154,2015-09-27,980,2
155,2015-10-18,807,2
156,2014-10-01,121,4
157,2015-12-15,376,2
158,2014-04-23,789,1
159,2012-09-04,341,1
160,2014-02-04,375,4
161,2014-12-17,355,2
162,2008-04-07,442,1
163,2006-01-02,490,2
164,2015-12-01,222,1
165,2007-01-22,443,1
166,2015-01-31,481,4
167,2013-07-19,492,4
168,2014-05-09,430,3
169,2009-09-03,616,3
170,2015-02-26,967,1
171,2015-05-20,543,2
172,2012-03-16,775,1
173,2014-12-20,149,2
174,2004-06-06,272,4
175,2015-09-19,38,1
176,2011-11-19,635,2
177,2014-09-20,303,1
178,2007-08-22,23,2
179,2015-08-16,400,4
180,2014-01-06,888,4
181,2008-08-08,205,1
182,2013-11-04,376,4
183,2011-12-27,716,4
184,2000-09-06,372,3
185,2015-05-11,921,2
186,2015-10-17,157,1
187,2014-10-16,532,2
188,2012-02-22,783,4
189,2015-10-10,140,4
190,2015-12-13,118,4
191,2014-09-12,613,1
192,2014-07-26,579,3
193,2010-12-17,773,4
194,2014-05-17,167,2
195,2005-02-29,405,3
196,2015-05-30,207,4
197,2015-04-28,811,3
198,2015-11-30,805,3
199,2015-08-16,347,2
200,2014-09-19,983,1
201,2012-02-26,142,2
202,2015-06-01,736,1
203,2014-02-09,275,1
204,2015-04-10,197,2
205,2013-11-02,697,3
206,2015-12-10,659,4
207,2014-02-24,295,1
208,2007-09-16,819,1
209,2009-12-13,362,4
210,2015-01-08,783,4
211,2014-10-31,606,1
212,2009-06-18,726,1
213,2004-01-03,32,2
214,2015-05-17,227,4
215,2009-04-13,848,1
216,2015-11-06,788,3
217,2015-06-24,316,2
218,2013-04-30,702,3
219,2012-09-27,79,2
220,2013-04-09,270,1
221,2011-12-05,984,2
222,2011-11-30,538,2
223,2015-01-10,215,4
224,2013-12-30,830,1
225,2014-06-17,18,3
226,2015-03-04,491,4
227,2015-09-01,870,2
228,2015-11-03,242,3
229,2014-02-11,65,4
230,2015-08-10,838,1
231,2015-07-02,868,2
232,2004-03-07,719,3
233,2013-07-19,206,3
234,2015-12-09,242,2
235,2015-08-24,100,2
236,2010-02-10,285,4
237,2015-06-29,52,1
238,2015-06-21,145,3
239,2010-10-21,81,2
240,2012-12-15,89,4
241,2012-10-09,577,2
242,2015-11-19,175,1
243,2014-03-04,193,2
244,2014-07-15,950,4
245,2014-03-18,634,2
246,2015-04-24,314,3
247,2009-04-05,381,1
248,2015-07-01,363,2
249,2014-11-08,786,4
250,2010-02-22,152,2
251,2015-05-08,294,3
252,2013-05-13,263,4
253,2011-11-10,379,4
254,2008-09-05,123,3
255,2015-10-18,49,2
256,2007-10-11,535,1
257,2013-09-26,994,4
258,2009-01-14,903,3
259,2015-10-04,51,3
260,2014-04-06,103,2
261,2008-12-29,471,3
262,2012-05-06,194,3
263,2013-07-05,214,2
264,2014-08-15,580,4
265,2011-11-17,250,3
266,2009-03-29,699,2
267,2013-02-02,106,3
268,2015-02-16,784,2
269,2014-10-27,335,1
270,2011-08-07,380,2
271,2012-02-07,899,3
272,2013-12-22,853,4
273,2014-01-24,658,1
274,2012-07-16,192,4
275,2015-02-16,289,2
276,2013-03-04,808,3
277,2011-08-06,475,3
278,2014-01-29,548,2
279,2014-08-10,155,3
280,2008-10-16,719,2
281,2015-10-10,43,3
282,2013-10-14,113,2
283,2013-09-02,475,1
284,2013-10-12,275,2
285,2009-11-24,365,1
286,2012-02-21,104,1
287,2011-09-05,820,3
288,2014-10-08,727,1
289,2010-06-26,229,2
290,2003-01-05,636,1
291,2015-04-21,534,1
292,2014-10-01,502,4
293,2014-02-14,532,1
294,2014-10-29,107,1
295,2013-05-11,336,1
296,2013-04-05,256,2
297,2013-06-26,657,4
298,2012-01-31,869,3
299,2015-05-18,709,3
300,2010-08-17,773,2
301,2015-06-07,320,3
302,2013-01-13,403,2
303,2014-01-18,328,3
304,2007-02-03,319,1
305,2014-11-25,207,4
306,2014-02-24,256,2
307,2013-12-10,855,4
308,2014-05-12,860,3
309,2012-05-04,948,3
310,2015-05-31,851,2
311,2010-12-08,554,4
312,2012-02-05,34,3
313,2001-10-09,552,2
314,2012-11-03,419,4
315,2014-09-16,380,4
316,2010-05-10,89,3
317,2011-10-28,686,4
318,2014-01-31,713,1
319,2015-10-13,721,2
320,2009-12-10,84,2
321,2012-12-25,899,2
322,2013-10-25,657,2
323,2008-04-05,886,1
324,2012-08-28,679,4
325,2012-05-08,87,3
326,2013-01-20,528,4
327,2014-11-13,444,1
328,2004-12-12,578,3
329,2014-04-09,683,4
330,2015-12-02,255,3
331,2013-10-27,253,1
332,2006-12-17,804,3
333,2008-04-10,553,1
334,2015-07-04,942,3
335,2004-06-07,509,1
336,2011-06-24,32,4
337,2015-05-22,191,1
338,2010-04-05,209,4
339,2015-08-09,73,2
340,2013-06-20,491,4
341,2006-04-29,387,1
342,2002-06-24,230,2
343,2014-12-29,427,2
344,2015-09-26,3,4
345,2014-04-19,263,4
346,2015-09-24,357,3
347,2014-12-09,827,4
348,2015-10-14,129,3
349,2015-06-15,654,2
350,2009-09-01,398,4
351,2009-04-01,607,4
352,2010-02-05,391,3
353,2012-06-21,821,2
354,2008-03-30,518,4
355,2008-11-08,507,1
356,2009-02-21,611,1
357,2010-09-27,619,1
358,2013-11-02,537,3
359,2015-11-21,265,2
360,2012-07-02,354,2
361,2015-11-09,184,2
362,2012-08-24,89,3
363,2013-07-10,42,2
364,2014-02-20,781,3
365,2015-11-01,793,1
366,2014-09-16,437,4
367,2008-01-06,435,4
368,2015-09-05,78,2
369,2014-08-09,226,1
370,2008-05-12,666,1
371,2015-12-19,937,1
372,2015-04-10,867,3
373,2014-10-15,778,4
374,2009-02-08,69,2
375,2008-11-21,452,3
376,2014-10-28,130,1
377,2015-01-28,210,4
378,2009-07-01,887,2
379,2015-01-01,231,3
380,2009-02-27,19,4
381,2009-09-17,869,1
382,2005-10-09,487,4
383,2011-12-05,566,2
384,2015-03-27,793,4
385,2007-01-03,833,2
386,2002-11-15,819,4
387,2014-10-07,374,3
388,2015-02-13,296,2
389,2014-02-06,925,1
390,2009-05-01,31,4
391,2014-05-06,631,4
392,2013-07-16,704,2
393,2012-11-19,480,2
394,2003-11-26,819,4
395,2015-12-22,765,4
396,2014-06-06,216,4
397,2015-12-17,8,2
398,2014-04-29,920,1
399,2012-01-17,378,4
400,2009-05-22,803,3
401,2015-03-04,696,1
402,2015-05-18,235,2
403,2015-04-09,926,3
404,2002-03-12,686,2
405,2015-11-13,295,3
406,2015-08-06,441,4
407,2015-11-13,831,2
408,2011-01-28,815,1
409,2014-12-19,656,4
410,2015-08-12,753,3
411,2014-10-13,488,3
412,2013-10-13,127,2
413,2015-06-15,444,4
414,2013-09-18,229,2
415,2006-09-18,566,2
416,2015-07-15,720,3
417,2013-12-04,617,2
418,2013-09-04,472,2
419,2014-07-20,821,1
420,2015-01-03,384,1
421,2013-08-26,14,4
422,2014-11-29,488,4
423,2015-06-17,215,2
424,2014-08-25,660,2
425,2015-12-24,556,2
426,2014-10-10,805,2
427,2015-02-18,533,2
428,2010-07-30,693,3
429,2013-08-23,350,4
430,2010-09-30,992,3
431,2013-08-16,587,3
432,2013-12-23,190,1
433,2015-10-24,449,2
434,2010-09-27,996,4
435,2015-12-15,8,2
436,2015-10-16,250,1
437,2008-06-29,836,4
438,2014-09-10,624,4
439,2013-08-19,587,1
440,2010-02-25,114,2
441,2009-06-05,977,1
442,2015-11-22,579,3
443,2015-06-13,174,4
444,2013-04-04,597,4
445,2014-12-28,362,3
446,2015-01-29,334,4
447,2002-05-16,847,4
448,2002-04-20,918,3
449,2015-05-27,68,1
450,2013-11-09,397,2
451,2015-10-25,298,1
452,2012-03-02,874,2
453,2015-08-25,438,4
454,2010-10-19,893,2
455,2014-10-04,583,3
456,2014-06-02,86,3
457,2012-08-01,986,2
458,2012-08-31,743,3
459,2011-08-19,649,3
460,2015-09-13,300,3
461,2015-07-03,915,4
462,2014-12-25,987,4
463,2015-02-09,541,4
464,2012-03-09,102,3
465,2015-07-29,741,1
466,2007-02-14,246,4
467,2010-01-30,791,4
468,2009-07-05,633,2
469,2014-12-10,680,4
470,2013-02-09,484,3
471,2009-10-14,616,1
472,2011-05-23,764,1
473,2012-01-14,525,2
474,2010-08-12,45,4
475,2013-02-02,658,4
476,2015-08-22,182,3
477,2015-05-30,822,3
478,2015-03-13,492,3
479,2003-03-08,393,1
480,2013-02-08,954,2
481,2010-03-30,122,4
482,2008-07-05,666,3
483,2008-10-01,435,4
484,2011-09-28,30,1
485,2006-03-06,470,4
486,2013-05-05,327,1
487,2011-11-16,929,4
488,2009-09-23,343,4
489,2013-06-20,484,4
490,2012-11-19,481,1
491,2015-06-02,771,1
492,2012-05-11,214,3
493,2013-03-30,303,1
494,2012-09-27,243,1
495,2013-02-25,119,4
496,2015-10-12,733,3
497,2010-02-28,517,1
498,2013-05-08,447,2
499,2014-05-07,459,1
500,2011-09-20,450,1
501,2013-07-02,955,4
502,2015-08-27,515,1
503,2015-08-13,630,3
504,2013-09-22,299,1
505,2014-12-02,388,1
506,2015-05-31,624,1
507,2014-02-02,882,1
508,2015-06-28,984,3
509,2011-12-09,370,2
510,2013-10-13,437,4
511,2014-02-01,908,4
512,2013-08-07,68,4
513,2012-03-03,955,3
514,2015-11-28,264,2
515,2013-09-01,570,3
516,2014-04-13,908,1
517,2015-08-28,260,3
518,2014-05-06,765,1
519,2014-06-14,483,2
520,2010-04-05,85,4
521,2012-10-12,833,4
522,2014-09-20,620,3
523,2012-02-23,146,4
524,2009-01-21,953,4
525,2015-10-25,147,4
526,2015-06-26,215,3
527,2014-09-25,147,3
528,2015-04-15,778,2
529,2012-10-22,415,4
530,2015-12-09,449,3
531,2015-11-19,692,2
532,2009-04-25,973,2
533,2013-01-28,661,4
534,2011-12-12,103,1
535,2014-07-30,973,3
536,2013-07-28,369,1
537,2015-09-06,134,1
538,2006-04-22,762,1
539,2013-04-29,840,2
540,2004-08-28,117,3
541,2014-02-17,469,3
542,2014-10-12,235,1
543,2012-12-28,57,3
544,2011-09-06,452,2
545,2013-08-07,799,4
546,2013-09-01,461,2
547,2014-12-26,342,1
548,2014-07-30,980,1
549,2015-09-02,786,1
550,2012-10-25,791,2
551,2009-10-03,71,3
552,2004-09-06,810,1
553,2014-10-20,313,3
554,2014-08-28,503,2
555,2009-07-07,895,1
556,2010-03-19,495,4
557,2007-09-01,493,1
558,2015-05-17,623,2
559,2013-05-19,624,3
560,2005-07-29,62,2
561,2014-06-05,933,1
562,2007-06-26,666,1
563,2010-05-31,779,1
564,2013-09-05,195,1
565,2011-07-28,423,2
566,2009-05-18,631,2
567,2010-05-15,333,3
568,2013-08-07,620,3
569,2015-02-18,636,2
570,2014-11-22,853,4
571,2015-08-10,939,3
572,2014-06-14,28,2
573,2010-04-23,103,3
574,2015-09-09,877,3
575,2015-03-09,206,1
576,2006-12-18,35,3
577,2015-04-17,502,3
578,2006-05-01,755,1
579,2013-01-03,447,4
580,2012-12-22,598,3
581,2015-04-07,943,2
582,2013-10-21,165,3
583,2008-05-01,108,1
584,2010-02-17,365,1
585,2015-12-26,924,4
586,2012-04-07,233,3
587,2014-05-26,184,2
588,2003-07-30,351,4
589,2015-11-13,215,4
590,2005-08-21,211,2
591,2015-07-21,799,2
592,2014-10-29,423,1
593,2005-08-27,958,4
594,2006-06-29,476,4
595,2013-04-07,6,2
596,2015-05-29,466,4
597,2015-09-20,983,1
598,2015-01-02,379,1
599,2015-10-12,551,2
600,2015-09-28,838,1
601,2015-07-11,748,2
602,2009-08-26,1000,3
603,2012-07-25,354,1
604,2015-08-21,628,2
605,2015-08-30,584,1
606,2015-05-06,147,1
607,2006-09-16,605,4
608,2009-02-18,823,2
609,2015-10-22,520,4
610,2014-08-18,361,2
611,2014-03-23,893,3
612,2012-01-08,499,3
613,2012-10-02,851,2
614,2007-12-06,527,1
615,2012-06-22,922,1
616,2008-06-12,486,1
617,2013-11-08,466,3
618,2010-07-25,364,3
619,2009-06-02,630,4
620,2013-11-28,857,2
621,2015-12-06,568,3
622,2015-03-11,603,3
623,2015-02-06,574,2
624,2015-03-26,630,4
625,2009-02-01,754,3
626,2015-10-07,814,1
627,2013-12-13,7,3
628,2015-08-18,276,4
629,2011-12-13,727,3
630,2015-08-24,51,1
631,2014-09-03,985,3
632,2012-01-02,414,2
633,2014-09-15,256,3
634,2014-07-13,403,1
635,2012-01-29,759,2
636,2013-06-17,391,4
637,2013-08-18,569,2
638,2015-06-22,581,4
639,2012-07-04,653,1
640,2014-07-26,570,4
641,2014-09-06,766,2
642,2010-09-16,679,3
643,2015-02-09,744,1
644,2014-05-28,681,2
645,2012-12-10,942,3
646,2007-12-05,325,3
647,2014-06-30,985,1
648,2007-05-24,373,4
649,2014-03-15,291,4
650,2013-04-24,863,1
651,2005-07-10,594,1
652,2011-05-12,429,4
653,2015-08-22,664,2
654,2015-06-04,887,1
655,2015-05-18,702,2
656,2013-04-21,92,1
657,2014-07-28,913,4
658,2015-04-25,744,4
659,2015-08-02,621,1
660,2015-11-27,175,3
661,2013-09-20,757,1
662,2015-02-24,440,1
663,2014-12-04,317,1
664,2005-11-23,844,1
665,2013-11-01,671,1
666,2007-05-23,246,1
667,2015-11-28,609,2
668,2014-07-19,765,1
669,2010-01-12,688,4
670,2006-12-11,916,4
671,2012-08-05,142,2
672,2015-05-31,994,2
673,2013-03-17,606,3
674,2013-05-24,613,4
675,2008-11-30,201,1
676,2014-06-20,34,3
677,2013-04-08,976,4
678,2013-07-28,751,1
679,2013-02-23,1,4
680,2003-10-31,698,4
681,2004-08-09,672,2
682,2015-06-19,386,4
683,2013-03-31,218,1
684,2014-06-04,323,4
685,2013-05-25,671,2
686,2011-03-08,55,1
687,2015-09-18,424,3
688,2013-01-06,480,3
689,2014-11-28,627,3
690,2007-09-12,346,4
691,2015-03-22,656,1
692,2009-09-27,973,1
693,2006-11-06,891,3
694,2008-02-05,296,3
695,2012-10-12,330,4
696,2014-07-23,193,2
697,2011-06-30,465,4
698,2014-12-06,665,4
699,2014-12-24,345,4
700,2003-02-17,36,4
701,2014-09-20,207,3
702,2015-11-28,574,4
703,2014-09-24,1000,4
704,2010-10-09,865,1
705,2004-10-03,946,1
706,2014-10-07,859,3
707,2014-03-31,406,3
708,2009-06-26,797,1
709,2013-11-06,362,4
710,2012-09-27,198,4
711,2015-05-18,315,2
712,2015-02-08,765,4
713,2014-09-04,967,2
714,2011-10-06,478,3
715,2011-05-03,32,2
716,2014-08-21,363,2
717,2011-01-23,53,3
718,2014-02-22,356,2
719,2009-09-22,483,1
720,2012-06-16,434,3
721,2006-09-21,408,2
722,2011-12-13,700,1
723,2004-11-05,96,2
724,2014-11-27,541,4
725,2015-12-31,504,4
726,2013-10-06,653,3
727,2013-02-27,832,3
728,2011-02-02,299,3
729,2015-08-27,286,2
730,2015-11-09,164,2
731,2011-08-01,205,1
732,2003-12-08,813,1
733,2014-04-24,957,4
734,2013-08-24,533,4
735,2012-09-20,523,4
736,2013-10-28,750,4
737,2001-12-28,457,1
738,2010-07-14,106,4
739,2012-06-03,113,1
740,2008-08-06,769,2
741,2011-12-21,642,4
742,2015-07-07,553,1
743,2011-06-29,581,1
744,2011-11-03,639,1
745,2015-02-06,762,1
746,2013-03-09,905,3
747,2013-03-13,275,1
748,2014-11-10,638,2
749,2013-07-25,890,2
750,2011-07-09,557,1
751,2015-12-04,238,1
752,2003-09-21,954,4
753,2005-11-28,833,1
754,2007-10-17,839,1
755,2012-04-23,869,3
756,2009-09-11,183,3
757,2015-03-20,812,3
758,2013-11-30,629,1
759,2010-06-29,375,3
760,2005-05-16,476,2
761,2006-10-04,958,4
762,2014-10-18,944,1
763,2013-10-04,550,4
764,2015-04-04,585,1
765,2011-04-01,633,1
766,2013-07-09,984,4
767,2014-05-25,888,2
768,2015-06-17,625,3
769,2014-12-31,19,1
770,2011-05-18,440,2
771,2015-01-16,608,3
772,2013-01-31,377,4
773,2015-01-10,642,3
774,2008-03-24,351,2
775,2010-09-24,185,3
776,2015-10-15,182,2
777,2011-04-10,375,4
778,2012-05-14,445,1
779,2011-08-22,379,4
780,2015-10-31,290,2
781,2011-10-02,55,3
782,2013-09-08,177,2
783,2011-03-25,155,4
784,2015-08-14,872,1
785,2009-02-01,844,3
786,2012-12-18,73,4
787,2013-10-06,639,2
788,2007-05-29,211,4
789,2005-09-17,487,2
790,2007-09-17,930,3
791,2002-07-05,647,2
792,2015-09-10,482,3
793,2009-06-30,42,2
794,2014-03-02,603,4
795,2010-03-11,557,2
796,2015-08-12,262,2
797,2011-09-28,205,3
798,2011-07-19,782,3
799,2012-03-29,93,4
800,2005-01-15,746,1
801,2013-11-11,240,2
802,2015-03-30,727,2
803,2011-02-20,613,4
804,2012-12-26,570,4
805,2012-08-23,833,1
806,2009-01-26,434,1
807,2012-09-28,198,3
808,2013-03-23,252,1
809,2015-09-10,360,4
810,2012-10-02,632,2
811,2013-04-23,360,4
812,2015-10-25,449,3
813,2014-11-18,594,1
814,2009-11-22,930,3
815,2012-10-11,497,2
816,2006-09-23,180,2
817,2015-10-24,267,3
818,2013-09-02,68,2
819,2008-06-26,343,4
820,2015-08-31,193,4
821,2013-06-15,354,4
822,2011-04-28,715,3
823,2007-02-28,312,3
824,2014-06-17,807,3
825,2013-05-25,840,2
826,2004-10-12,647,3
827,2004-10-02,305,2
828,2014-10-15,214,1
829,2013-05-20,976,2
830,2010-10-23,937,4
831,2015-12-19,116,2
832,2011-05-18,489,1
833,2015-06-05,424,2
834,2014-11-18,542,3
835,2013-09-12,679,2
836,2015-02-11,661,2
837,2015-11-23,247,1
838,2009-01-05,977,4
839,2012-03-31,324,4
840,2013-05-11,376,1
841,2015-06-16,484,3
842,2015-05-25,780,1
843,2015-06-25,771,1
844,2014-12-01,490,4
845,2014-09-01,437,3
846,2013-05-28,15,1
847,2013-11-13,232,3
848,2010-10-30,270,4
849,2006-07-08,637,4
850,2011-06-20,231,2
851,2004-12-13,211,4
852,2014-05-02,761,3
853,2015-08-20,51,4
854,2014-07-23,680,3
855,2000-02-17,283,2
856,2012-09-23,466,2
857,2015-09-03,546,2
858,2015-06-18,251,4
859,2013-04-21,354,3
860,2014-08-16,40,2
861,2003-10-01,283,3
862,2014-02-28,712,2
863,2007-06-15,675,2
864,2008-06-18,695,2
865,2015-02-12,396,2
866,2015-04-28,964,3
867,2013-08-15,206,1
868,2011-11-10,346,1
869,2014-04-15,724,1
870,2005-08-01,324,4
871,2014-02-27,219,4
872,2005-06-12,10,1
873,2001-09-11,516,3
874,2006-03-30,552,3
875,2009-08-26,82,2
876,2014-01-14,437,3
877,2015-06-27,711,3
878,2007-02-22,553,4
879,2007-08-24,961,1
880,2014-04-06,495,2
881,2012-01-25,890,4
882,2013-01-21,74,1
883,2014-02-10,781,4
884,2015-08-23,516,1
885,2015-07-12,684,1
886,2005-05-07,457,2
887,2010-03-29,383,4
888,2015-08-24,347,1
889,2015-02-13,366,1
890,2012-10-23,647,2
891,2015-11-15,712,4
892,2005-02-04,20,2
893,2008-09-09,916,2
894,2013-10-05,516,1
895,2007-01-15,156,4
896,2011-11-17,922,4
897,2008-04-14,162,3
898,2014-04-18,803,1
899,2010-11-25,667,1
900,2003-08-14,826,3
901,2006-07-15,1000,1
902,2015-08-27,140,4
903,2015-06-26,75,2
904,2015-11-30,690,1
905,2011-01-31,326,3
906,2015-09-25,100,2
907,2014-03-11,999,4
908,2015-09-29,458,4
909,2011-10-20,807,2
910,2015-02-02,238,2
911,2014-12-17,938,3
912,2013-04-27,821,4
913,2013-11-15,610,2
914,2015-08-23,77,2
915,2014-10-29,388,3
916,2008-02-03,177,4
917,2014-08-15,68,3
918,2005-03-07,463,1
919,2010-06-22,387,3
920,2010-05-22,594,2
921,2012-03-30,550,1
922,2009-08-15,827,3
923,2013-10-06,475,2
924,2014-12-22,178,4
925,2015-09-22,109,1
926,2010-04-04,67,4
927,2011-10-24,254,4
928,2005-12-10,84,4
929,2006-05-13,508,2
930,2015-11-25,154,4
931,2014-02-08,908,3
932,2011-10-20,188,1
933,2014-10-31,427,3
934,2015-05-26,823,4
935,2012-12-10,356,1
936,2015-11-24,280,1
937,2015-07-28,147,4
938,2006-07-02,520,2
939,2015-09-20,368,4
940,2014-04-04,33,2
941,2014-03-13,583,1
942,2015-02-06,655,2
943,2015-07-08,885,1
944,2005-07-24,274,4
945,2011-09-07,5,3
946,2015-11-01,112,3
947,2013-02-16,464,1
948,2015-10-17,255,4
949,2007-10-31,610,1
950,2013-03-13,768,1
951,2011-07-04,329,3
952,2014-01-14,479,3
953,2014-06-06,985,1
954,2015-06-08,231,3
955,2003-04-11,27,1
956,2008-05-01,499,1
957,2007-12-19,76,3
958,2015-12-29,758,3
959,2015-06-13,721,2
960,2013-04-27,524,1
961,2012-11-09,425,4
962,2003-01-28,746,1
963,2009-06-05,443,2
964,2011-09-05,815,1
965,2014-10-31,181,1
966,2014-07-06,78,3
967,2010-12-29,558,2
968,2015-12-21,132,3
969,2011-09-02,500,1
970,2001-04-01,516,2
971,2008-06-17,431,4
972,2013-11-08,330,2
973,2013-08-20,599,1
974,2012-02-20,517,3
975,2005-07-25,128,4
976,2010-12-22,413,3
977,2014-03-07,275,4
978,2009-09-14,299,4
979,2014-08-25,337,1
980,2014-07-12,624,2
981,2012-02-13,920,4
982,2015-02-10,182,1
983,2009-03-09,248,1
984,2014-10-25,907,2
985,2011-10-31,695,1
986,2013-01-01,91,2
987,2015-07-26,504,2
988,2007-06-17,405,2
989,2009-10-04,419,4
990,2013-11-21,350,3
991,2012-07-18,782,4
992,2015-01-07,714,2
993,2007-04-26,48,2
994,2015-02-22,433,1
995,2015-01-26,926,4
996,2014-06-14,837,4
997,2013-10-14,623,3
998,2013-05-14,506,2
999,2002-02-12,826,3
1000,2015-06-28,215,2
1001,2010-08-10,679,3
1002,2010-11-18,273,4
1003,2013-01-13,683,4
1004,2013-09-30,550,1
1005,2004-12-13,493,1
1006,2009-05-15,278,4
1007,2008-11-09,237,4
1008,2007-11-21,302,4
1009,2009-04-17,357,2
1010,2013-11-11,199,2
1011,2002-04-23,463,4
1012,2015-11-27,235,1
1013,2015-01-09,621,1
1014,2013-10-10,999,1
1015,2013-04-17,24,4
1016,2010-04-30,404,4
1017,2015-12-21,320,1
1018,2014-02-12,648,2
1019,2002-08-04,467,3
1020,2014-07-08,969,1
1021,2004-04-28,305,2
1022,2009-04-29,858,2
1023,2015-11-20,867,1
1024,2007-11-01,918,4
1025,2015-03-18,43,4
1026,2015-08-16,313,4
1027,2015-09-21,975,3
1028,2014-07-19,765,3
1029,2008-06-30,512,1
1030,2008-04-29,754,2
1031,2012-03-17,183,4
1032,2015-10-30,151,3
1033,2015-02-02,158,3
1034,2014-08-31,997,3
1035,2015-06-23,524,2
1036,2014-07-15,68,1
1037,2009-06-24,754,1
1038,2015-06-05,780,4
1039,2015-06-07,395,1
1040,2009-09-30,813,2
1041,2015-09-10,225,3
1042,2015-07-12,434,2
1043,2008-01-13,162,2
1044,2015-06-07,288,3
1045,2014-03-15,490,3
1046,2015-05-23,797,3
1047,2011-09-14,9,4
1048,2012-11-28,916,4
1049,2014-10-17,789,1
1050,2013-04-04,500,4
1051,2015-10-25,242,3
1052,2011-02-25,456,3
1053,2012-09-01,694,2
1054,2014-08-01,722,2
1055,2014-03-01,41,2
1056,2013-01-19,712,1
1057,2011-10-23,122,3
1058,2014-08-07,40,4
1059,2014-03-07,469,2
1060,2014-10-24,120,1
1061,2014-07-01,655,3
1062,2015-12-30,174,3
1063,2011-03-28,620,4
1064,2014-08-19,118,1
1065,2015-01-16,488,4
1066,2015-12-24,322,3
1067,2014-03-07,482,3
1068,2015-10-13,659,2
