id,createdOn,creator_id,topic_id
539,2013-01-05,4780,2
540,2006-10-20,2381,4
541,2015-08-15,8534,5
542,2006-06-07,2639,3
543,2014-09-23,6018,1
544,2015-12-24,954,3
545,2004-10-27,4277,5
546,2005-03-14,9954,6
547,2009-08-15,9242,10
548,2014-07-31,7446,1
549,2009-11-15,8092,10
550,2012-01-01,7561,5
551,2009-11-28,3008,4
552,2011-04-16,6782,5
553,2015-06-02,383,9
554,2010-06-13,1650,8
555,2010-05-06,3442,4
556,2014-11-10,5619,7
557,2015-06-20,3862,9
558,2015-07-24,3903,3
559,2011-01-28,4607,4
560,2013-05-02,2295,3
561,2013-05-18,1752,9
562,2015-09-21,210,6
563,2015-09-07,632,8
564,2013-07-08,3422,7
565,2014-08-29,2784,7
566,2014-01-17,3937,1
567,2014-04-13,7937,5
568,2012-12-06,1549,7
569,2008-10-15,4043,8
570,2013-12-18,466,1
571,2005-12-05,4625,7
572,2002-03-03,3086,8
573,2015-12-13,6552,1
574,2015-09-27,2624,8
575,2014-11-25,2829,6
576,2010-02-13,378,3
577,2009-07-10,8470,7
578,2011-07-13,4356,1
579,2015-11-01,128,1
580,2014-04-28,5404,2
581,2015-08-14,6600,9
582,2015-01-16,8364,10
583,2011-02-20,8454,1
584,2012-10-25,6068,2
585,2015-10-17,1844,10
586,2012-05-20,9014,10
587,2003-06-28,3916,4
588,2012-10-19,3297,3
589,2010-10-12,2703,7
590,2014-02-20,2629,8
591,2011-06-29,7874,3
592,2015-07-03,8005,8
593,2014-01-03,2354,7
594,2012-10-19,6571,7
595,2004-08-04,4232,2
596,2009-08-04,6949,7
597,2011-09-04,7400,8
598,2013-06-05,2845,8
599,2005-12-11,1715,5
600,2015-09-25,1798,2
601,2014-03-25,3869,3
602,2015-12-04,4386,9
603,2015-07-30,2297,2
604,2012-08-05,1329,1
605,2010-03-04,6288,6
606,2015-09-24,6803,7
607,2009-05-23,7344,10
608,2012-06-26,719,1
609,2014-10-08,7249,7
610,2011-09-18,2316,10
611,2015-03-06,7027,1
612,2014-02-18,4428,10
613,2009-10-15,7283,10
614,2013-03-25,1161,9
615,2013-03-09,4812,8
616,2015-12-25,6103,1
617,2015-06-05,4234,5
618,2014-10-21,6761,10
619,2015-11-26,6762,10
620,2008-03-06,496,2
621,2011-12-04,4350,8
622,2015-11-30,6958,6
623,2012-12-13,6957,4
624,2013-09-08,2105,8
625,2014-06-01,6918,5
626,2014-06-27,5307,1
627,2011-06-28,5540,5
628,2008-01-02,2070,1
629,2013-10-18,1453,5
630,2015-06-10,868,5
631,2015-12-16,3925,6
632,2013-01-09,6764,1
633,2015-07-03,5600,10
634,2009-09-27,3537,6
635,2014-09-20,9525,10
636,2010-06-15,3380,6
637,2013-12-05,9582,9
638,2014-07-01,8010,9
639,2015-06-19,4027,2
640,2014-01-10,9193,6
641,2009-06-14,6342,5
642,2014-11-16,4251,6
643,2014-11-01,9185,1
644,2000-11-21,8885,2
645,2006-01-28,779,3
646,2013-01-15,9570,7
647,2009-06-15,2194,4
648,2015-12-26,3832,6
649,2012-10-22,5411,3
650,2011-12-10,7772,1
651,2015-10-26,1261,3
652,2011-11-20,1185,10
653,2014-12-01,7379,8
654,2005-12-25,3691,2
655,2012-12-06,9648,7
656,2015-12-29,2706,10
657,2014-08-27,6596,10
658,2005-06-07,2930,7
659,2007-10-31,2269,5
660,2014-01-09,9567,7
661,2011-08-01,1505,4
662,2014-11-18,4710,2
663,2015-11-05,7063,9
664,2015-10-29,4559,8
665,2008-05-06,1222,2
666,2015-03-07,5359,3
667,2013-04-16,2117,6
668,2015-12-15,1497,5
669,2014-04-13,8258,9
670,2015-11-08,1156,6
671,2014-12-12,9358,7
672,2012-11-14,232,4
673,2015-07-27,5141,4
674,2012-06-19,7330,8
675,2007-05-28,7067,10
676,2008-03-18,1863,9
677,2015-05-19,8658,7
678,2015-06-24,2917,10
679,2014-12-03,1625,10
680,2011-06-17,2965,1
681,2012-11-24,2350,5
682,2015-05-12,285,5
683,2012-07-12,5827,2
684,2015-12-07,4386,4
685,2015-01-12,2174,3
686,2010-06-24,8890,3
687,2012-04-12,9803,5
688,2014-07-01,8591,5
689,2012-03-09,7933,7
690,2013-09-27,9776,9
691,2013-04-28,6321,4
692,2014-05-09,7794,7
693,2015-02-13,1203,10
694,2015-10-19,6515,7
695,2012-07-07,3802,4
696,2015-12-17,3295,9
697,2013-09-14,606,6
698,2010-01-22,6731,1
699,2011-09-21,9690,10
700,2007-12-04,5135,9
701,2015-12-25,8204,7
702,2014-08-31,3505,9
703,2006-09-20,9418,5
704,2007-09-27,3836,6
705,2015-10-05,3295,9
706,2014-04-02,1872,3
707,2015-08-25,6162,6
708,2014-03-28,531,2
709,2012-03-24,4407,3
710,2015-11-10,8772,5
711,2011-03-30,7647,7
712,2015-02-26,3648,2
713,2013-04-18,59,9
714,2015-07-11,1966,3
715,2015-11-06,6846,5
716,2010-07-23,5317,1
717,2013-02-20,2352,3
718,2015-04-13,1725,6
719,2015-04-02,4974,9
720,2002-04-22,322,3
721,2015-02-13,8559,10
722,2011-03-02,7269,1
723,2002-03-10,2242,6
724,2011-03-20,7006,6
725,2007-09-01,4083,4
726,2007-12-17,8076,5
727,2012-10-10,3292,4
728,2015-11-20,8908,1
729,2011-02-23,5880,8
730,2012-01-25,9848,1
731,2006-08-26,7123,7
732,2015-08-09,1318,3
733,2015-06-27,4493,7
734,2011-02-25,3025,9
735,2015-12-02,9453,7
736,2004-08-26,5654,1
737,2010-09-30,8338,1
738,2011-07-20,6773,5
739,2015-12-22,4405,8
740,2015-02-15,7815,6
741,2014-02-15,9802,1
742,2012-04-06,4494,9
743,2007-06-17,7381,9
744,2013-08-24,4792,9
745,2014-09-20,458,10
746,2013-07-28,9469,2
747,2010-01-28,6525,9
748,2014-06-30,9448,9
749,2014-12-26,6151,6
750,2010-12-21,163,2
751,2004-04-02,8602,9
752,2015-07-01,234,9
753,2011-11-22,9340,4
754,2013-05-07,8802,3
755,2011-08-23,1855,3
756,2013-01-23,2978,1
757,2009-02-28,9985,9
758,2013-01-02,7967,9
759,2011-07-29,1087,8
760,2013-11-27,7542,8
761,2012-11-22,6708,9
762,2015-09-07,8179,6
763,2015-01-19,8000,10
764,2015-09-08,4030,10
765,2007-03-28,4579,8
766,2015-08-25,9541,7
767,2012-09-09,5993,2
768,2011-10-21,1620,4
769,2015-04-19,5872,9
770,2012-03-03,9489,7
771,2015-05-08,4164,7
772,2014-11-12,4996,7
773,2008-11-20,5019,6
774,2015-06-11,8883,4
775,2008-01-04,3196,9
776,2015-04-28,157,3
777,2010-04-07,1355,1
778,2007-07-19,3388,5
779,2006-05-23,847,10
780,2014-05-03,7357,9
781,2007-09-27,8741,5
782,2002-11-05,2988,9
783,2015-06-12,1357,6
784,2002-03-07,2664,2
785,2012-05-25,4594,2
786,2015-03-30,3413,3
787,2014-01-05,9944,4
788,2013-09-07,3169,9
789,2014-03-20,1437,10
790,2013-09-29,8526,4
791,2008-04-26,9969,2
792,2013-01-22,6142,10
793,2011-03-10,9186,4
794,2011-07-06,6877,2
795,2014-02-19,4240,7
796,2015-07-15,6408,1
797,2005-11-03,6064,7
798,2014-07-31,5851,6
799,2013-01-29,5532,10
800,2004-04-11,4456,6
801,2010-04-25,9015,7
802,2015-08-23,580,2
803,2010-10-07,1487,3
804,2015-02-19,6155,4
805,2013-02-21,5883,3
806,2014-05-23,7316,5
807,2015-10-30,2643,10
808,2011-08-11,8863,8
809,2010-12-18,9854,4
810,2015-02-10,586,1
811,2003-10-20,8310,6
812,2014-07-03,483,2
813,2008-08-20,4617,6
814,2015-06-13,3672,2
815,2014-11-02,7865,1
816,2015-11-07,3066,1
817,2015-02-06,8771,7
818,2015-04-30,6608,4
819,2008-10-29,7069,1
820,2014-04-15,7560,9
821,2014-06-05,5544,3
822,2014-04-10,5624,9
823,2015-02-12,3588,7
824,2015-01-16,2066,8
825,2009-03-15,243,2
826,2012-10-09,1382,8
827,2012-02-22,9477,5
828,2011-04-19,4658,6
829,2015-12-20,2659,10
830,2015-08-28,3413,8
831,2001-08-18,1176,7
832,2013-01-04,6481,1
833,2015-12-08,1353,6
834,2011-03-16,9166,9
835,2007-01-11,4502,10
836,2015-03-04,8939,4
837,2015-09-11,8504,10
838,2013-04-16,7919,9
839,2012-08-24,4714,6
840,2014-02-28,8702,5
841,2013-09-18,8564,10
842,2014-10-14,6375,8
843,2012-04-12,8754,5
844,2014-10-06,6042,2
845,2014-01-28,6195,3
846,2015-01-18,4215,8
847,2012-10-17,6221,5
848,2015-03-19,7233,1
849,2009-12-20,6734,1
850,2014-08-16,3154,4
851,2008-10-25,7070,2
852,2015-01-26,7592,3
853,2012-07-11,3136,5
854,2012-12-03,3005,5
855,2015-11-25,9927,4
856,2008-01-15,8212,5
857,2015-09-25,2005,6
858,2008-02-10,9775,1
859,2008-07-13,6047,7
860,2014-07-16,5726,8
861,2013-05-21,2012,2
862,2012-10-31,2578,10
863,2015-01-24,4908,7
864,2014-12-06,6991,9
865,2006-01-16,9973,7
866,2014-02-26,9295,5
867,2011-02-13,1657,7
868,2015-09-21,8132,8
869,2004-07-21,244,2
870,2014-08-04,4069,3
871,2015-10-31,6193,4
872,2009-07-27,9418,2
873,2013-10-12,8123,10
874,2010-03-10,2323,7
875,2015-01-31,4865,3
876,2014-12-07,8258,4
877,2015-10-27,739,1
878,2011-08-01,4489,3
879,2011-02-01,5593,9
880,2015-08-27,4126,10
881,2011-08-14,3075,7
882,2014-07-19,4315,3
883,2014-11-11,6299,10
884,2015-03-27,5185,10
885,2004-06-23,599,5
886,2014-08-11,9293,8
887,2015-11-18,5002,6
888,2012-08-05,9043,6
889,2011-05-13,8842,10
890,2011-05-07,4023,3
891,2014-08-01,1948,8
892,2010-07-13,3034,8
893,2014-10-27,7963,2
894,2014-04-02,5505,9
895,2009-10-16,2536,7
896,2003-09-04,546,3
897,2015-08-09,1180,3
898,2014-09-05,2632,6
899,2015-10-11,2888,6
900,2014-03-15,2710,5
901,2012-06-13,7933,8
902,2002-01-31,503,6
903,2010-07-02,7032,5
904,2008-07-13,3251,4
905,2007-10-28,6181,9
906,2015-02-03,7550,3
907,2015-05-06,2836,2
908,2011-03-12,4155,1
909,2007-12-03,2665,4
910,2014-06-03,6958,4
911,2007-02-25,1213,7
912,2011-04-19,6911,1
913,2011-07-21,6114,4
914,2011-07-23,3291,8
915,2015-06-10,3764,9
916,2014-11-12,8900,3
917,2014-01-22,9083,5
918,2014-11-07,4152,9
919,2013-04-10,4509,3
920,2014-11-27,9295,4
921,2004-08-27,8145,3
922,2013-05-26,510,3
923,2014-12-25,9661,3
924,2010-11-30,4088,2
925,2013-09-20,9248,1
926,2013-04-04,932,5
927,2013-11-17,4956,6
928,2015-02-29,7114,1
929,2013-03-09,8060,8
930,2009-07-23,2999,6
931,2007-07-26,7924,9
932,2015-08-27,5825,9
933,2014-03-25,3365,5
934,2012-06-05,1284,10
935,2015-01-10,6639,6
936,2015-02-06,8282,2
937,2014-06-04,6209,6
938,2014-05-07,3769,5
939,2012-01-28,2044,6
940,2015-12-28,2966,4
941,2014-07-27,4053,4
942,2014-02-15,4199,10
943,2014-02-14,4746,8
944,2006-09-19,3030,3
945,2010-05-22,8092,6
946,2015-06-19,2514,9
947,2007-12-21,9482,1
948,2014-01-15,8432,6
949,2015-09-19,3566,2
950,2005-02-01,7118,5
951,2013-11-18,3809,2
952,2014-08-19,5480,5
953,2013-03-07,3785,8
954,2012-12-31,8644,2
955,2011-10-29,1283,6
956,2015-10-22,3575,1
957,2015-11-03,2764,9
958,2005-10-27,794,5
959,2015-12-25,1273,8
960,2007-07-02,296,7
961,2015-10-02,7078,1
962,2015-07-17,6430,10
963,2014-08-05,91,5
964,2015-07-16,3685,5
965,2015-12-21,4283,2
966,2001-07-13,4092,8
967,2015-05-10,4726,2
968,2015-12-24,8909,3
969,2015-10-08,1951,1
970,2011-01-01,4754,1
971,2014-04-17,6583,9
972,2015-07-24,1041,6
973,2013-05-06,5128,4
974,2001-06-18,35,7
975,2014-02-22,2862,9
976,2014-03-19,706,10
977,2015-04-02,2751,7
978,2013-06-28,9968,2
979,2012-08-03,7388,1
980,2014-01-28,836,9
981,2015-09-21,6591,9
982,2008-01-30,992,10
983,2005-03-27,4228,2
984,2008-12-10,62,6
985,2013-04-30,484,2
986,2013-06-29,3081,5
987,2015-10-30,2813,10
988,2015-01-16,9143,6
989,2008-11-14,9501,5
990,2010-09-06,2228,9
991,2015-02-09,7421,2
992,2015-09-24,2938,10
993,2011-11-12,9355,1
994,2013-03-13,1052,6
995,2014-08-13,95,1
996,2015-04-02,66,4
997,2014-05-24,8047,7
998,2014-06-06,2719,1
999,2013-10-27,6718,8
1000,2005-09-26,8318,4
